instructionCount,942
NONE,0
ALU,269
SHIFT,240
LOAD,170
STORE,119
BRANCH,64
JUMP,70
OTHER,10
NONE,0
sll,237
srl,0
sra,3
sllv,0
srlv,0
srav,0
jr,24
add,0
addu,90
sub,0
subu,2
and,0
or,0
xor,0
nor,0
slt,0
sltu,11
j,22
jal,24
jalr,0
mult,0
multu,0
div,0
divu,0
mfhi,0
mthi,0
mflo,0
mtlo,0
beq,35
bne,26
bgez,1
bgtz,2
blez,0
bltz,0
addi,0
addiu,93
slti,6
sltiu,0
andi,4
ori,15
xori,0
lui,48
lb,49
lh,0
lw,93
lbu,28
lhu,0
sb,46
sh,0
sw,73
syscall,10
iCacheMissRate, 0
dCacheMissRate, 0
